"Country Name","Year","GDP per capita","Control of Corruption","Life expectancy","Research and development expenditure","High-technology exports","Bachelor education","Alcohol consumption","Population density","Unemployment","Socal contributions","Military expenditure","Infrastructure quality","Forrest area","Protected area"
"Albania",1989,,,72.457,,,,,117.808138686131,,,,,,
"Albania",1990,2655.05990054189,,72.71,,,,,119.946788321168,,,,,28.7883211678832,
"Albania",1991,1988.18140632833,,73.001,,,,,119.225912408759,10.304,,,,28.7171532846715,
"Albania",1992,1898.8203036205,,73.303,,,,,118.505072992701,30.007,,,,28.6459854014599,
"Albania",1993,2142.68118489228,,73.638,,,,,117.784197080292,25.251,,,,28.5748175182482,
"Albania",1994,2384.72878545201,,73.837,,,,,117.063357664234,20.835,,,,28.5036496350365,
"Albania",1995,2776.18760575277,,74.022,,,,,116.342481751825,14.607,15.0019690343441,,,28.4324817518248,
"Albania",1996,3053.3299866176,19.3548393249512,74.113,,,,,115.621642335766,13.928,20.7658540745488,,,28.3613138686131,
"Albania",1997,2759.42802591376,,73.383,,,,,114.900766423358,16.872,17.0747166476854,4.42469942524728,,28.2901459854015,
"Albania",1998,3085.57279575656,18.1818180084229,74.357,,,,,114.179927007299,20.042,12.4214672047108,3.58251376938142,,28.2189781021898,
"Albania",1999,3549.28442451948,,74.568,,,,,113.459051094891,20.835,,3.57882714586864,,28.1478102189781,
"Albania",2000,3976.92608302032,23.9361705780029,74.826,,,,4.43,112.738211678832,19.023,,3.84384065661926,,28.0766423357664,
"Albania",2001,4451.00052366074,,75.083,,,7.42999982833862,4.43,111.685145985401,18.57,,4.14741288966839,,28.1232481751825,
"Albania",2002,4840.34788189155,24.3386249542236,75.299,,,,4.57,111.350729927007,17.891,16.5558099550454,4.26975280105134,,28.1698540145985,
"Albania",2003,5169.84251077847,22.7513236999512,75.557,,,,4.58,110.934890510949,16.985,16.9361077744624,4.61292952593064,,28.2164598540146,
"Albania",2004,5595.55058025693,27.5862064361572,75.951,,,,4.98,110.472226277372,16.306,17.5543227954843,4.66321103763279,,28.2630656934307,
"Albania",2005,6014.3268228394,22.9268283843994,76.427,,,,5.3,109.908284671533,15.966,,4.73437520175261,,28.3096715328467,
"Albania",2006,6754.35679524853,22.9268283843994,76.994,,,,5.64,109.21704379562,15.626,,5.42898862467715,,28.3562773722628,
"Albania",2007,7584.97068697555,28.6407775878906,77.691,0.08757,,,5.81,108.394781021898,15.966,,6.22608105672699,2.33,28.4028832116788,
"Albania",2008,8469.2601248565,33.980583190918,78.248,0.15412,,9.81999969482422,6,107.566204379562,13.06,,6.25619786501779,,28.4494890510949,
"Albania",2009,9025.92610692288,34.9282302856445,78.509,,1.3281935315116,,5.94,106.843759124088,13.674,,4.64272721436367,,28.4960948905109,
"Albania",2010,9755.92875964596,37.1428565979004,78.414,,1.4645172043822,,5.9,106.314635036496,14.086,,5.30374152460951,2.14,28.542700729927,
"Albania",2011,10273.466834566,24.6445503234863,78.303,,1.01687291597312,12,5.58,106.02901459854,13.481,17.0149857743332,5.28386450211732,,28.5946532846715,
"Albania",2012,10463.6062414773,25.1184825897217,78.084,,0.922637018907313,12.8999996185303,5.37,105.854051094891,13.376,17.5726974324546,5.26790009594914,2.43,28.6466058394161,
"Albania",2013,10588.157876701,24.1706161499023,77.995,,0.890238022251303,12.9112680550336,5.04,105.660291970803,15.866,18.8181485222949,4.82648553602103,,28.6985583941606,10.1
"Albania",2014,11317.2837770993,34.1346168518066,78.029,,0.257234804303144,13.1912382198248,5,105.441751824818,18.055,19.4693505341724,4.24378498276555,,28.7505109489051,2.1
"Albania",2015,11747.318031542,36.1904754638672,78.358,,1.63419036731371,14.8079976313206,5.04,105.135145985401,17.193,18.9096278646621,3.77889251316413,,28.8024635036496,2.6
"Albania",2016,12208.3753473372,37.6190490722656,78.643,,0.784313365143227,14.3157503195291,5.13,104.967189781022,15.418,20.56519645681,3.78723434007733,1.980952,28.8021897810219,17.2
"Albania",2017,13004.7776256846,40.476188659668,78.9,,0.0884579218158484,16.1501998901367,5.13,104.870693430657,13.616,20.7426138335075,3.80346444991409,,28.7920620437956,17.7
"Albania",2018,13696.5339985413,33.3333320617676,79.238,,0.0447019828200661,16.4676840857403,5.11,104.612262773723,12.304,21.3865722661575,3.99130087621609,2.29,28.7919708029197,17.7
"Albania",2019,14792.0308217221,31.9047622680664,79.467,,0.128427412960995,17.3219430335689,5.11,104.167554744526,11.466,22.195218076721,4.40511619586606,,28.7919708029197,18.6
"Albania",2020,14512.0376833706,31.9047622680664,77.824,,0.285854495639881,17.804132917267,4.47,103.571131386861,11.69,23.8399391762431,3.98075632132468,,28.7919708029197,18.6
"Albania",2021,16127.7048522441,31.9047622680664,76.844,,0.419509988977299,18.2029345963076,,102.615547445255,11.474,19.6884606209921,3.86998513866664,,28.7919708029197,18.6
"Albania",2022,19446.2252459573,38.6792449951172,78.769,,0.0596409977568037,19.8346436163563,,101.375510948905,10.137,22.3221999243625,3.97041542821594,2.7,28.7919708029197,18.6
"Albania",2023,21263.1545689521,43.3962249755859,79.602,,0.682326849473647,17.5100002288818,,100.21795620438,10.108,21.2498583919937,5.61952875583332,,28.7919708029197,18.6
"Albania",2024,23488.0989465081,,,,,,,,10.25,,,,,23.6
"Austria",1960,,,68.5856097560976,,,,,,,,,,,
"Austria",1961,,,69.5773170731707,,,,,85.8737154629181,,,,,,
"Austria",1962,,,69.309512195122,,,,,86.4016480853127,,,,,,
"Austria",1963,,,69.4436585365854,,,,,86.9584464372273,,,,,,
"Austria",1964,,,69.9219512195122,,,,,87.5400024236549,,,,,,
"Austria",1965,,,69.7221951219512,,,,,88.1106277266117,,,,,,
"Austria",1966,,,70.0458536585366,,,,,88.7308046534174,,,,,,
"Austria",1967,,,69.9178048780488,,,,,89.3964857004363,,,,,,
"Austria",1968,,,70.0575609756098,,,,,89.8618880271449,,,,,,
"Austria",1969,,,69.8331707317073,,,,,90.1727460009695,,,,,,
"Austria",1970,,,69.9146341463415,,,,,90.4881968007756,,,,,,
"Austria",1971,,,70.1146341463415,,,,,90.8928986912264,,,,,,
"Austria",1972,,,70.4634146341463,,,,,91.422697527872,,29.7208423703911,,,,
"Austria",1973,,,71.0146341463415,,,,,91.930622879302,,30.2258852258852,,,,
"Austria",1974,,,71.0121951219512,,,,,92.087227338827,,30.6105218721967,,,,
"Austria",1975,,,71.1146341463415,,,,,91.843225884634,,32.4638668548348,,,,
"Austria",1976,,,71.5658536585366,,,,,91.6811076102763,,32.7304808116453,,,,
"Austria",1977,,,71.9146341463415,,,,,91.7163111972855,,33.4146533406783,,,,
"Austria",1978,,,72.0121951219512,,,,,91.6420867668444,,34.6884590186545,,,,
"Austria",1979,,,72.3121951219512,,,,,91.4860033931168,,34.1861782477341,,,,
"Austria",1980,,,72.4634146341463,,,,,91.4861003393117,,34.6677041904432,,,,
"Austria",1981,,,72.8121951219512,,,,,91.7197043141057,,34.6258432254354,,,,
"Austria",1982,,,72.9609756097561,,,,,91.7855065438682,,35.178710667304,,,,
"Austria",1983,,,73.0121951219512,,,,,91.6373000484731,,35.3917249305621,,,,
"Austria",1984,,,73.6121951219512,,,,,91.6315317498788,,35.2911569687286,,,,
"Austria",1985,,,73.8146341463415,,,,,91.6745637421231,,36.5370074771066,,,,
"Austria",1986,,,74.3170731707317,,,,,91.7328405235095,,36.7634938184743,,,,
"Austria",1987,,,74.7682926829268,,,,,91.7909112942317,,36.800619734676,,,,
"Austria",1988,,,75.2170731707317,,,,,91.9209524963645,,36.1893478377941,2.70275019769792,,,
"Austria",1989,,,75.2658536585366,,,,,92.3360033931168,,36.8053056398128,2.6357112705783,,,
"Austria",1990,19382.9664747914,,75.5682926829269,,,,,93.0422927775085,,36.5540400744831,2.54508548676712,,45.7546049442559,
"Austria",1991,20522.1855149093,,75.6170731707317,,,,,93.9758967523025,3.42,36.3725879223432,2.41118378863666,,45.8303078041687,
"Austria",1992,21194.7573972524,,75.8170731707317,,,,,95.0158628211343,3.59,36.4691753402723,2.23902106697411,,45.9060106640814,
"Austria",1993,21632.3186748084,,76.0682926829268,,,,,95.8026296655356,4.25,37.458999589996,2.05751372251182,,45.9817135239942,
"Austria",1994,22538.0742657382,,76.419512195122,,,,,96.1720552593311,3.535,38.7671818681654,2.02627916406396,,46.0574163839069,
"Austria",1995,23588.4562990757,,76.6682926829268,,,,,96.3194134755211,4.345,35.0167770495609,1.9012255498742,,46.1331192438197,
"Austria",1996,24417.66429689,92.4731216430664,76.8707317073171,1.58077,,,,96.4495516238488,5.282,34.4056003915811,1.86221022984657,,46.2088221037324,
"Austria",1997,25294.723885165,,77.319512195122,1.65491,,,,96.5589069316529,5.15,34.0665860716405,1.94611688864562,,46.2845249636452,
"Austria",1998,26529.1815683188,93.0481262207031,77.6707317073171,1.73155,,,,96.6649175957344,5.483,33.8964387806996,1.8307218301565,,46.3602278235579,
"Austria",1999,27500.084954534,,77.8756097560976,1.84537,,,,96.8531749878817,4.699,33.6574947837385,1.9444742410797,,46.4359306834707,
"Austria",2000,29214.7386484813,92.5531921386719,78.1268292682927,1.88602,,,12.89,97.0863548230732,4.687,33.4079266614281,1.93159028105101,,46.5116335433834,
"Austria",2001,29556.403560049,,78.5756097560976,1.9921,,,12.89,97.4587130392632,4.007,32.0175339120593,1.76504348593881,,46.5420019389239,
"Austria",2002,30952.1708232398,93.6507949829102,78.6780487804878,2.06598,,,12.63,97.9393722733883,4.852,32.3030605603763,1.68193442016185,,46.5723703344644,
"Austria",2003,31962.9255331065,94.7089920043945,78.6317073170732,2.17456,,,12.53,98.4176320891905,4.779,32.6554842721767,1.82318437443309,,46.6027387300049,
"Austria",2004,33523.0204968283,97.0443344116211,79.180487804878,2.16612,,,12.59,99.0301260300533,5.969,32.7573055119128,1.65790767717745,,46.6331071255453,
"Austria",2005,34776.6699535218,95.1219482421875,79.3317073170732,2.37324,,,12.61,99.7070891904993,5.682,32.2714403859878,1.66192198199585,,46.6634755210858,
"Austria",2006,37396.0350960866,94.634147644043,79.8804878048781,2.35923,,,12.73,100.201660203587,5.32,32.3566365480655,1.55982953492681,,46.6938439166263,
"Austria",2007,39193.8173640977,96.1165084838867,80.180487804878,2.41843,12.9840241123201,,12.66,100.526987396995,4.909,31.6882896123731,1.82864212363054,4.06,46.7242123121667,
"Austria",2008,41046.7900352112,93.689323425293,80.4317073170732,2.56945,12.6611194672378,,12.4,100.842171594765,4.198,31.5462061804544,1.7459147315395,,46.7545807077072,
"Austria",2009,40665.5046605019,92.8229675292969,80.3317073170732,2.59674,13.4379155011383,,12.27,101.106677169171,5.371,32.4008543120728,1.53927540878487,,46.7849491032477,
"Austria",2010,41740.1149241758,91.9047622680664,80.5804878048781,2.7261,13.7053738878044,,12.23,101.350024236549,4.883,32.4181481110711,1.55432460438281,3.68,46.8153174987882,
"Austria",2011,44171.5618687028,89.5734634399414,80.9829268292683,2.66868,13.2554242490317,,12.35,101.692232186137,4.637,32.2792311488765,1.55406732517693,,46.8589190499273,
"Austria",2012,46156.4832073037,89.5734634399414,80.9365853658537,2.91472,14.5446789024689,,12.34,102.156943771207,4.909,32.0856501812271,1.52004068801971,4.05,46.9025206010664,
"Austria",2013,47519.8522796571,90.5213241577148,81.1365853658537,2.95492,15.3690648693427,,12.49,102.760821619001,5.367,32.309588200777,1.4537368568918,,46.9461221522055,24
"Austria",2014,48355.4977624407,90.8653869628906,81.490243902439,3.08429,15.4904490132481,11.8699998855591,12.33,103.567086766844,5.674,32.4519398626983,1.42919429974528,3.63611,46.9897237033446,28.3
"Austria",2015,49562.5939257986,90.476188659668,81.190243902439,3.04969,15.0327319949068,13.079999923706,12.19,104.734597673291,5.802,32.1280539206573,1.36811785600437,,47.0333252544838,28.4
"Austria",2016,52397.8635176674,90.9523773193359,81.6414634146342,3.11655,14.4532591877111,13.460000038147,11.93,105.873339796413,6.064,32.8606408509068,1.45739672398483,4.07841,47.0769510421716,27.6
"Austria",2017,53869.8321183556,90.476188659668,81.6439024390244,3.05656,12.8851997037889,14.25,11.92,106.61131846825,5.561,33.4042037439451,1.53610008182722,,47.1204556471159,28.4
"Austria",2018,56636.4953030542,90.9523773193359,81.6926829268293,3.09182,11.6500759838374,14.7956089091719,11.97,107.131858943286,4.933,33.569539778095,1.52801954740725,4.18,47.1639602520601,28.4
"Austria",2019,60354.9279422121,90.476188659668,81.8951219512195,3.13265,11.4825348767666,15.3599996566772,11.97,107.609306834707,4.56,33.6989387021394,1.54167679725207,,47.1037324285022,28.4
"Austria",2020,58523.0337816246,90.9523773193359,81.1926829268293,3.20278,12.2718957660446,15.9696032098267,11.51,108.057004362579,5.201,35.4403499584058,1.5570304159137,,47.137905962191,29.1
"Austria",2021,62968.9422311892,85.7142868041992,81.190243902439,3.26361,11.017122140568,16.6050665122676,,108.528805138148,6.459,34.0716102076043,1.55865661676857,,47.1720794958798,29.3
"Austria",2022,70734.9425647902,84.9056625366211,81.2951219512195,3.20048,14.9141702472602,,,109.571631119729,4.992,32.9825386332311,1.45560179338752,3.9,47.206131846825,29.5
"Austria",2023,70478.7873635411,83.4905624389648,81.5414634146342,,15.9232697881169,,,110.661185167232,5.264,33.3627427946859,1.63257715135905,,47.2402653902084,29.5
"Austria",2024,71617.9017496321,,,,,,,,5.439,,,,,29.6
"Belarus",1960,,,69.2546097560976,,,,,,,,,,,
"Belarus",1961,,,69.7383902439024,,,,,,,,,,,
"Belarus",1962,,,69.4623170731708,,,,,,,,,,,
"Belarus",1963,,,69.7097804878049,,,,,,,,,,,
"Belarus",1964,,,70.619243902439,,,,,,,,,,,
"Belarus",1965,,,70.5974878048781,,,,,,,,,,,
"Belarus",1966,,,70.7689268292683,,,,,,,,,,,
"Belarus",1967,,,70.9297804878049,,,,,,,,,,,
"Belarus",1968,,,70.8127804878049,,,,,,,,,,,
"Belarus",1969,,,70.9780243902439,,,,,,,,,,,
"Belarus",1970,,,70.7444878048781,,,5.34999990463257,,,,,,,,
"Belarus",1971,,,71.0117073170732,,,,,,,,,,,
"Belarus",1972,,,70.8493170731708,,,,,,,,,,,
"Belarus",1973,,,71.0006585365854,,,,,,,,,,,
"Belarus",1974,,,70.8546829268293,,,,,,,,,,,
"Belarus",1975,,,70.4570975609756,,,,,,,,,,,
"Belarus",1976,,,70.3968292682927,,,,,,,,,,,
"Belarus",1977,,,70.2890243902439,,,,,,,,,,,
"Belarus",1978,,,70.0817317073171,,,,,,,,,,,
"Belarus",1979,,,69.9336341463415,,,,,,,,,,,
"Belarus",1980,,,69.9277073170732,,,,,,,,,,,
"Belarus",1981,,,69.907512195122,,,,,,,,,,,
"Belarus",1982,,,70.0769024390244,,,,,,,,,,,
"Belarus",1983,,,69.7948536585366,,,,,,,,,,,
"Belarus",1984,,,69.5631951219512,,,,,,,,,,,
"Belarus",1985,,,70.9926829268293,,,,,,,,,,,
"Belarus",1986,,,71.549512195122,,,,,,,,,,,
"Belarus",1987,,,70.990243902439,,,,,,,,,,,
"Belarus",1988,,,71.3414634146341,,,,,,,,,,,
"Belarus",1989,,,71.4829268292683,,,12.4799995422363,,,,,,,,
"Belarus",1990,5220.47473129123,,70.8365853658537,,,,,,,,,,,
"Belarus",1991,5329.79781214848,,70.3780487804878,,,,,,0.6,,,,,
"Belarus",1992,4917.1211552976,,70.0219512195122,,,,,50.3452948829141,3.1,31.1864406779661,,,38.8246077426476,
"Belarus",1993,4640.85663610523,,68.9707317073171,,,,,50.4655186010291,8.5,26.7289719626168,,,39.0744829761647,
"Belarus",1994,4190.32388933263,,68.7682926829268,,,,,50.4093839647473,12.8,24.2681488967492,,,39.3201825727777,
"Belarus",1995,3845.70681830187,,68.4609756097561,,,,,50.2485902162983,17.7,31.1777841177181,,,39.5651359504703,
"Belarus",1996,4039.34042394134,42.4731178283691,68.5121951219512,0.99852,,,,50.083158330622,24.4,31.0272944719603,,,39.8108984787088,
"Belarus",1997,4596.48615766945,,68.4609756097561,0.73,,,,49.8751965689778,17.1,30.4257330289855,,,40.0537329619679,
"Belarus",1998,5061.33499468298,47.5935821533203,68.4073170731707,0.70578,,,,49.6574109225012,14,34.2570805204769,,,40.3019292113061,
"Belarus",1999,5331.41743967857,,67.9073170731707,0.84523,,,,49.4329775433234,12.8,34.2823386828062,,,40.5437917519166,
"Belarus",2000,5795.65223965525,38.8297882080078,68.9121951219512,0.7221,,,12.63,49.1974779144976,12.224,35.451450121766,,,40.78423252879,
"Belarus",2001,6238.09862731186,,68.5073170731707,0.70876,,,12.63,48.9467226045631,11.609,38.1040310657694,32.8021248339973,,40.9610340951667,
"Belarus",2002,6697.15436370369,33.862434387207,68.0560975609756,0.6209,,,12.07,48.6397310049352,10.908,40.8828777573767,30.938292476754,,41.1400736581061,
"Belarus",2003,7361.72161495105,37.5661392211914,68.5536585365854,0.61147,,,12.49,48.3012483606638,10.215,36.1205118869791,28.857837181045,,41.3166950982616,
"Belarus",2004,8482.92020586886,25.6157627105713,68.9560975609756,0.62759,,,12.32,47.9754751867465,9.452,34.1473686297289,29.8461538461539,,41.49495845968,
"Belarus",2005,9636.89112345633,26.8292675018311,68.8512195121951,0.67852,,,12.79,47.6446879945571,8.728,33.4207602676296,32.2101090188305,,41.6672829371946,
"Belarus",2006,10994.5981274448,36.5853652954102,69.4048780487805,0.66065,,,13.4,47.3372826558372,8.024,31.5380191099647,35.0219695011631,,41.8286480305958,
"Belarus",2007,12320.0240249058,34.4660186767578,70.2073170731707,0.96203,,,14.48,47.1212709646576,7.38,30.2867733703344,32.4493927125506,2.63,42.0052143656266,
"Belarus",2008,13886.1314098697,34.4660186767578,70.4560975609756,0.74147,2.43408127577588,,14.91,46.9585563473992,6.698,28.7185385189544,23.4289617486339,,42.1809543523474,
"Belarus",2009,14034.1911206837,33.9712905883789,70.4073170731707,0.62167,3.15196093442081,22.0799999237061,15.05,46.8441433626748,6.1,32.6080556053302,25.677147134885,,42.3577363995702,
"Belarus",2010,15339.0999026403,30.9523811340332,70.4048780487805,0.66913,3.05811242066529,,14.99,46.7409685463919,6.045,37.2393023038514,30.2660489741893,,42.5328483701491,
"Belarus",2011,16563.2014078209,31.7535552978516,70.5536585365854,0.6776,2.56526353011436,,14.82,46.6297521068454,6.022,33.4038091747716,30.389337641357,,42.5346212606574,
"Belarus",2012,18114.7508606708,39.8104248046875,71.9658536585366,0.64603,2.83746780265434,,14.22,46.5593029044007,5.946,34.8595198269465,31.6058174476477,2.78,42.5403772320218,
"Belarus",2013,19014.0529737698,42.1800956726074,72.4707317073171,0.65191,4.60453619126972,,13.18,46.5393725235082,5.937,39.6073423451484,31.1368392211303,,42.5419401896426,8.3
"Belarus",2014,19037.8847440186,51.4423065185547,72.9707317073171,0.50548,4.16956289134921,,11.96,46.5506003261518,5.902,39.0614264594704,26.8390106729725,2.554074,42.5317653086864,8.6
"Belarus",2015,18133.5313085883,46.6666679382324,73.6243902439025,0.49999,4.47973558121156,,11.04,46.611337189252,5.881,34.6394667678829,27.2462521634935,,42.5341662643242,8.8
"Belarus",2016,17832.4778855815,49.0476188659668,73.8268292682927,0.50063,4.87527975282095,,10.55,46.6499448243246,5.844,33.234223801528,37.4427876152014,2.099684,42.9069698701401,9.5
"Belarus",2017,18413.747563367,47.1428565979004,74.1292682926829,0.58411,4.60498280955259,,10.64,46.5987595325832,5.648,31.5749421889543,35.1419367340018,,42.9784026641969,9.4
"Belarus",2018,20025.9815543598,50.9523811340332,74.1756097560976,0.60443,4.28389065938672,,10.9,46.5010592176569,4.763,31.1263871558835,40.6400812252922,2.44,43.0515321706572,9.4
"Belarus",2019,22301.5932411839,56.1904754638672,74.2268292682927,0.57733,4.49711309551307,28.2999992370606,10.9,46.4107506220284,4.165,33.386447036901,37.3841079341109,,43.1261547557461,9.4
"Belarus",2020,24872.3066744528,49.523811340332,72.1385609756098,0.53901,5.09812592249613,,11.63,46.211212927382,4.049,35.884920729766,36.8837119483164,,43.1944033894965,9.4
"Belarus",2021,27611.1801135157,47.6190490722656,72.0714634146342,0.45981,6.01576846359853,,,45.8368317319537,3.9,35.2398337690264,37.6294876589379,,43.2722345405272,13.8
"Belarus",2022,28429.4948814534,31.6037731170654,74.1033658536585,0.47477,,,,45.4607172767131,3.574,37.1143521738611,45.6543192012733,2.7,43.3351396620523,13.8
"Belarus",2023,30834.1773660201,26.8867931365967,74.1837804878049,0.57843,,,,45.217077292187,3.461,34.057037222997,50.5913118885667,,43.4080686559958,13.8
"Belarus",2024,33006.4166677827,,,,,,,,3.361,,,,,9.4
"Belgium",1960,,,69.7019512195122,,,,,,,,,,,
"Belgium",1961,,,70.5209756097561,,,,,,,,,,,
"Belgium",1962,,,70.219512195122,,,,,,,,,,,
"Belgium",1963,,,70.0514634146342,,,,,,,,,,,
"Belgium",1964,,,70.7551219512195,,,,,,,,,,,
"Belgium",1965,,,70.6253658536586,,,,,,,,,,,
"Belgium",1966,,,70.7063414634146,,,,,,,,,,,
"Belgium",1967,,,71.0129268292683,,,,,,,,,,,
"Belgium",1968,,,70.6931707317073,,,,,,,,,,,
"Belgium",1969,,,70.7648780487805,,,,,,,,,,,
"Belgium",1970,,,70.9719512195122,,,,,,,,,,,
"Belgium",1971,,,71.0604878048781,,,,,,,,,,,
"Belgium",1972,,,71.4051219512195,,,,,,,,,,,
"Belgium",1973,,,71.6353658536586,,,,,,,,,,,
"Belgium",1974,,,71.9858536585366,,,,,,,,,,,
"Belgium",1975,,,71.9712195121951,,,,,,,,,,,
"Belgium",1976,,,72.119756097561,,,,,,,,,,,
"Belgium",1977,,,72.7739024390244,,,,,,,,,,,
"Belgium",1978,,,72.6980487804878,,,,,,,,,,,
"Belgium",1979,,,73.1936585365854,,,,,,,,,,,
"Belgium",1980,,,73.2070731707317,,,,,,,,,,,
"Belgium",1981,,,73.6217073170732,,,,,,,,,,,
"Belgium",1982,,,73.8880487804878,,,,,,,,,,,
"Belgium",1983,,,73.8690243902439,,,,,,,,,,,
"Belgium",1984,,,74.4048780487805,,,,,,,,,,,
"Belgium",1985,,,74.520243902439,,,,,,,,,,,
"Belgium",1986,,,74.7317073170732,,,,,,,,,,,
"Belgium",1987,,,75.3658536585366,,,,,,,,,,,
"Belgium",1988,,,75.5658536585366,,,,,,,,4.63837239631852,,,
"Belgium",1989,,,75.6326829268293,,,,,,,,4.47021780917228,,,
"Belgium",1990,18675.3121947985,,76.0519512195122,,,,,,,,4.27959644497837,,,
"Belgium",1991,19587.8553500426,,76.1921951219512,,,,,,6.984,,4.06261999398084,,,
"Belgium",1992,20258.5474461442,,76.3512195121951,,,,,,6.702,,3.23730396735657,,,
"Belgium",1993,20459.1891478373,,76.3453658536585,,,,,,8.078,,3.00544454422991,,,
"Belgium",1994,21504.01177389,,76.6917073170732,,,,,,9.645,,3.03095725656255,,,
"Belgium",1995,22431.459360451,,76.8407317073171,,,,,,9.337,35.6311070540406,2.93406851243548,,,
"Belgium",1996,22736.7580685985,88.7096786499023,77.1873170731707,1.74299,,,,,9.483,35.333073151694,2.8638154885472,,,
"Belgium",1997,23727.8975208193,,77.3707317073171,1.80971,,,,,8.95,34.6196290739028,2.8252334832238,,,
"Belgium",1998,24368.7574088239,87.1657791137695,77.4731707317073,1.83825,,,,,9.322,34.3567042124056,2.78141449588339,,,
"Belgium",1999,25440.8411888638,,77.619512195122,1.90565,,,,,8.649,34.3416105241791,2.76042432860949,,,
"Belgium",2000,27788.0908832256,90.4255294799805,77.7219512195122,1.9362,,,11.42,337.957010516599,6.586,33.422549562196,2.73463038706315,,21.9991428477236,
"Belgium",2001,28796.5795804462,,77.9731707317073,2.03279,,,11.42,339.121418916691,6.178,33.7996318088037,2.59930895523532,,22.0735502587941,
"Belgium",2002,30282.2886450283,89.9470901489258,78.0756097560976,1.90325,,,11.39,340.64500708799,6.91,35.1346446273419,2.45226012730633,,22.1479576698645,
"Belgium",2003,30934.5826454577,89.4179916381836,78.1292682926829,1.84119,,,11.41,342.074077737118,7.68,35.5092381985513,2.39228116618482,,22.222365080935,
"Belgium",2004,32063.9826949865,90.1477813720703,78.8780487804878,1.8205,,,11.3,343.557742392774,7.363,34.686559635349,2.34513757958303,,22.2967724920054,
"Belgium",2005,33177.8909458158,90.2439041137695,78.9804878048781,1.79061,,,11.25,345.452708271519,8.44,34.181892247127,2.11453306134634,,22.3711799030759,
"Belgium",2006,35258.985063203,88.7804870605469,79.380487804878,1.82269,,,11.15,347.738700425279,8.246,34.2933405366304,2.16466316605627,,22.4455873141463,
"Belgium",2007,36799.5318686343,90.291259765625,79.7829268292683,1.84999,8.4658386362656,,11.3,350.301651666502,7.459,34.9205745573844,2.26102797969689,4,22.5199947252168,
"Belgium",2008,37883.3319417819,90.7766952514648,79.680487804878,1.93684,8.94694983794495,,11.32,353.079912966077,6.976,35.0436859390376,2.40650843509762,,22.5944021362872,
"Belgium",2009,37885.9059125602,90.9090881347656,80.0341463414634,1.9986,11.3575445439539,,11.46,355.932252002769,7.908,37.252196015184,2.13561075511734,,22.6688095473577,
"Belgium",2010,39844.4054386496,90,80.1829268292683,2.06188,9.26523010448885,,11.33,359.199090099891,8.293,35.8326755041673,2.02398110950964,4.01,22.7432169584281,
"Belgium",2011,41244.8495035213,90.5213241577148,80.5853658536585,2.17332,8.67483840621061,,11.32,363.902812118814,7.14,35.5596955533545,1.90259081312191,,22.7394586753701,
"Belgium",2012,42483.5250666788,91.4691925048828,80.3853658536585,2.28114,8.9420007987591,,11.33,366.166617215574,7.542,35.0734295864406,1.84454979780103,4.12,22.735700392312,
"Belgium",2013,43864.1204196838,90.9952621459961,80.5878048780488,2.33073,10.6406117548271,30.25,11.47,367.896581281113,8.425,34.8747519576674,1.79797704903161,,22.7319421092539,22.9
