Country,Year,GDP per capita,Control of Corruption,Life expectancy,Research and development expenditure,High-technology exports,Bachelor education,Alcohol consumption,Population density,Unemployment,Socal contributions,Military expenditure,Infrastructure quality,Forrest area,Protected area,GINI Index,Global Peace Index,Positive Peace Index,Global Terrorism Index,Ecological Threat Report,debt_to_GDP
Albania,1995,2776.18760575277,,74.022,,,,,116.342481751825,14.607,15.0019690343441,,,28.4324817518248,,,,,,1.96,
Albania,1996,3053.3299866176,19.3548393249512,74.113,,,,,115.621642335766,13.928,20.7658540745488,,,28.3613138686131,,27,,,,1.96,
Albania,1997,2759.42802591376,19.3548393249512,73.383,,,,,114.900766423358,16.872,17.0747166476854,4.42469942524728,,28.2901459854015,,27,,,,1.96,72.2
Albania,1998,3085.57279575656,18.1818180084229,74.357,,,,,114.179927007299,20.042,12.4214672047108,3.58251376938142,,28.2189781021898,,27,,,,1.96,71.2
Albania,1999,3549.28442451948,18.1818180084229,74.568,,,,,113.459051094891,20.835,12.4214672047108,3.57882714586864,,28.1478102189781,,27,,,,1.96,68.2
Albania,2000,3976.92608302032,23.9361705780029,74.826,,,,4.43,112.738211678832,19.023,12.4214672047108,3.84384065661926,,28.0766423357664,,27,,,,1.96,63.8
Albania,2001,4451.00052366074,23.9361705780029,75.083,,,7.42999982833862,4.43,111.685145985401,18.57,12.4214672047108,4.14741288966839,,28.1232481751825,,27,,,,1.96,60.6
Albania,2002,4840.34788189155,24.3386249542236,75.299,,,7.42999982833862,4.57,111.350729927007,17.891,16.5558099550454,4.26975280105134,,28.1698540145985,,31.7,,,,1.96,64.1
Albania,2003,5169.84251077847,22.7513236999512,75.557,,,7.42999982833862,4.58,110.934890510949,16.985,16.9361077744624,4.61292952593064,,28.2164598540146,,31.7,,,,1.96,60.2
Albania,2004,5595.55058025693,27.5862064361572,75.951,,,7.42999982833862,4.98,110.472226277372,16.306,17.5543227954843,4.66321103763279,,28.2630656934307,,31.7,,,,1.96,57.5
Albania,2005,6014.3268228394,22.9268283843994,76.427,,,7.42999982833862,5.3,109.908284671533,15.966,17.5543227954843,4.73437520175261,,28.3096715328467,,30.6,,,,1.96,58.2
Albania,2006,6754.35679524853,22.9268283843994,76.994,,,7.42999982833862,5.64,109.21704379562,15.626,17.5543227954843,5.42898862467715,,28.3562773722628,,30.6,,,,1.96,56.7
Albania,2007,7584.97068697555,28.6407775878906,77.691,0.08757,,7.42999982833862,5.81,108.394781021898,15.966,17.5543227954843,6.22608105672699,2.33,28.4028832116788,,30.6,,,,1.96,53.6
Albania,2008,8469.2601248565,33.980583190918,78.248,0.15412,,9.81999969482422,6,107.566204379562,13.06,17.5543227954843,6.25619786501779,2.33,28.4494890510949,,30,1.795,,,1.96,55.1
Albania,2009,9025.92610692288,34.9282302856445,78.509,0.15412,1.3281935315116,9.81999969482422,5.94,106.843759124088,13.674,17.5543227954843,4.64272721436367,2.33,28.4960948905109,,30,1.807,2.98170622335411,,1.96,59.7
Albania,2010,9755.92875964596,37.1428565979004,78.414,0.15412,1.4645172043822,9.81999969482422,5.9,106.314635036496,14.086,17.5543227954843,5.30374152460951,2.14,28.542700729927,,30,1.799,2.94602860916976,,1.96,57.7
Albania,2011,10273.466834566,24.6445503234863,78.303,0.15412,1.01687291597312,12,5.58,106.02901459854,13.481,17.0149857743332,5.28386450211732,2.14,28.5946532846715,,30,1.821,2.94693550267206,0.423,1.96,59.4
Albania,2012,10463.6062414773,25.1184825897217,78.084,0.15412,0.922637018907313,12.8999996185303,5.37,105.854051094891,13.376,17.5726974324546,5.26790009594914,2.43,28.6466058394161,,29,1.86,2.94189595571087,0.229,1.96,62.1
Albania,2013,10588.157876701,24.1706161499023,77.995,0.15412,0.890238022251303,12.9112680550336,5.04,105.660291970803,15.866,18.8181485222949,4.82648553602103,2.43,28.6985583941606,10.1,29,1.876,2.93694992801838,0.114,1.96,70.4
Albania,2014,11317.2837770993,34.1346168518066,78.029,0.15412,0.257234804303144,13.1912382198248,5,105.441751824818,18.055,19.4693505341724,4.24378498276555,2.43,28.7505109489051,2.1,34.6,1.875,2.88124775022017,0.044,1.96,72
Albania,2015,11747.318031542,36.1904754638672,78.358,0.15412,1.63419036731371,14.8079976313206,5.04,105.135145985401,17.193,18.9096278646621,3.77889251316413,2.43,28.8024635036496,2.6,32.8,1.826,2.87473446692257,0,1.96,73.7
Albania,2016,12208.3753473372,37.6190490722656,78.643,0.15412,0.784313365143227,14.3157503195291,5.13,104.967189781022,15.418,20.56519645681,3.78723434007733,1.980952,28.8021897810219,17.2,33.7,1.79,2.84629461353354,0,1.96,73.3
Albania,2017,13004.7776256846,40.476188659668,78.9,0.15412,0.0884579218158484,16.1501998901367,5.13,104.870693430657,13.616,20.7426138335075,3.80346444991409,1.980952,28.7920620437956,17.7,33.1,1.788,2.82329566048086,0,1.96,71.9
Albania,2018,13696.5339985413,33.3333320617676,79.238,0.15412,0.0447019828200661,16.4676840857403,5.11,104.612262773723,12.304,21.3865722661575,3.99130087621609,2.29,28.7919708029197,17.7,30.1,1.771,2.8116239546212,0,1.96,68.5
Albania,2019,14792.0308217221,31.9047622680664,79.467,0.15412,0.128427412960995,17.3219430335689,5.11,104.167554744526,11.466,22.195218076721,4.40511619586606,2.29,28.7919708029197,18.6,30.1,1.714,2.79716771018829,0,1.96,66.6
Albania,2020,14512.0376833706,31.9047622680664,77.824,0.15412,0.285854495639881,17.804132917267,4.47,103.571131386861,11.69,23.8399391762431,3.98075632132468,2.29,28.7919708029197,18.6,29.4,1.786,2.82475157838175,0,1.96,75.4
Albania,2021,16127.7048522441,31.9047622680664,76.844,0.15412,0.419509988977299,18.2029345963076,4.47,102.615547445255,11.474,19.6884606209921,3.86998513866664,2.29,28.7919708029197,18.6,29.4,1.773,2.81178235477508,0,1.96,74.8
Albania,2022,19446.2252459573,38.6792449951172,78.769,0.15412,0.0596409977568037,19.8346436163563,4.47,101.375510948905,10.137,22.3221999243625,3.97041542821594,2.7,28.7919708029197,18.6,29.4,1.764,2.80475052035333,0,1.96,65.2
Albania,2023,21263.1545689521,43.3962249755859,79.602,0.15412,0.682326849473647,17.5100002288818,4.47,100.21795620438,10.108,21.2498583919937,5.61952875583332,2.7,28.7919708029197,18.6,29.4,1.771,2.80475052035333,0,1.96,58
Albania,2024,23488.0989465081,43.3962249755859,79.602,0.15412,0.682326849473647,17.5100002288818,4.47,100.21795620438,10.25,21.2498583919937,5.61952875583332,2.7,28.7919708029197,23.6,29.4,1.781,2.80475052035333,0,1.96,56
Albania,2025,23488.0989465081,43.3962249755859,79.602,0.15412,0.682326849473647,17.5100002288818,4.47,100.21795620438,10.25,21.2498583919937,5.61952875583332,2.7,28.7919708029197,23.6,29.4,1.812,2.80475052035333,0,1.96,56
Austria,1995,23588.4562990757,,76.6682926829268,,,,,96.3194134755211,4.345,35.0167770495609,1.9012255498742,,46.1331192438197,,29.9,,,,1.19,68.2
Austria,1996,24417.66429689,92.4731216430664,76.8707317073171,1.58077,,,,96.4495516238488,5.282,34.4056003915811,1.86221022984657,,46.2088221037324,,29.3,,,,1.19,68.2
Austria,1997,25294.723885165,92.4731216430664,77.319512195122,1.65491,,,,96.5589069316529,5.15,34.0665860716405,1.94611688864562,,46.2845249636452,,29.1,,,,1.19,63.4
Austria,1998,26529.1815683188,93.0481262207031,77.6707317073171,1.73155,,,,96.6649175957344,5.483,33.8964387806996,1.8307218301565,,46.3602278235579,,31.3,,,,1.19,69.2
Austria,1999,27500.084954534,93.0481262207031,77.8756097560976,1.84537,,,,96.8531749878817,4.699,33.6574947837385,1.9444742410797,,46.4359306834707,,29.7,,,,1.19,61.3
Austria,2000,29214.7386484813,92.5531921386719,78.1268292682927,1.88602,,,12.89,97.0863548230732,4.687,33.4079266614281,1.93159028105101,,46.5116335433834,,29,,,,1.19,66.1
Austria,2001,29556.403560049,92.5531921386719,78.5756097560976,1.9921,,,12.89,97.4587130392632,4.007,32.0175339120593,1.76504348593881,,46.5420019389239,,29,,,,1.19,67.2
Austria,2002,30952.1708232398,93.6507949829102,78.6780487804878,2.06598,,,12.63,97.9393722733883,4.852,32.3030605603763,1.68193442016185,,46.5723703344644,,29,,,,1.19,67.4
Austria,2003,31962.9255331065,94.7089920043945,78.6317073170732,2.17456,,,12.53,98.4176320891905,4.779,32.6554842721767,1.82318437443309,,46.6027387300049,,29.5,,,,1.19,66.4
Austria,2004,33523.0204968283,97.0443344116211,79.180487804878,2.16612,,,12.59,99.0301260300533,5.969,32.7573055119128,1.65790767717745,,46.6331071255453,,29.8,,,,1.19,65.9
Austria,2005,34776.6699535218,95.1219482421875,79.3317073170732,2.37324,,,12.61,99.7070891904993,5.682,32.2714403859878,1.66192198199585,,46.6634755210858,,28.7,,,,1.19,69.4
Austria,2006,37396.0350960866,94.634147644043,79.8804878048781,2.35923,,,12.73,100.201660203587,5.32,32.3566365480655,1.55982953492681,,46.6938439166263,,29.6,,,,1.19,68.2
Austria,2007,39193.8173640977,96.1165084838867,80.180487804878,2.41843,12.9840241123201,,12.66,100.526987396995,4.909,31.6882896123731,1.82864212363054,4.06,46.7242123121667,,30.6,,,,1.19,65.8
Austria,2008,41046.7900352112,93.689323425293,80.4317073170732,2.56945,12.6611194672378,,12.4,100.842171594765,4.198,31.5462061804544,1.7459147315395,4.06,46.7545807077072,,30.4,1.336,,,1.19,69.5
Austria,2009,40665.5046605019,92.8229675292969,80.3317073170732,2.59674,13.4379155011383,,12.27,101.106677169171,5.371,32.4008543120728,1.53927540878487,4.06,46.7849491032477,,31.5,1.352,1.8549073755174,,1.19,80.8
Austria,2010,41740.1149241758,91.9047622680664,80.5804878048781,2.7261,13.7053738878044,,12.23,101.350024236549,4.883,32.4181481110711,1.55432460438281,3.68,46.8153174987882,,30.3,1.369,1.83052392389652,,1.19,83.7
Austria,2011,44171.5618687028,89.5734634399414,80.9829268292683,2.66868,13.2554242490317,,12.35,101.692232186137,4.637,32.2792311488765,1.55406732517693,3.68,46.8589190499273,,30.8,1.399,1.84570078920671,0.959,1.19,83.4
Austria,2012,46156.4832073037,89.5734634399414,80.9365853658537,2.91472,14.5446789024689,,12.34,102.156943771207,4.909,32.0856501812271,1.52004068801971,4.05,46.9025206010664,,30.5,1.371,1.84166881164554,0.548,1.19,82.9
Austria,2013,47519.8522796571,90.5213241577148,81.1365853658537,2.95492,15.3690648693427,,12.49,102.760821619001,5.367,32.309588200777,1.4537368568918,4.05,46.9461221522055,24,30.8,1.299,1.83021527601841,0.299,1.19,82.4
Austria,2014,48355.4977624407,90.8653869628906,81.490243902439,3.08429,15.4904490132481,11.8699998855591,12.33,103.567086766844,5.674,32.4519398626983,1.42919429974528,3.63611,46.9897237033446,28.3,30.5,1.291,1.82087897098559,0,1.19,85.2
Austria,2015,49562.5939257986,90.476188659668,81.190243902439,3.04969,15.0327319949068,13.079999923706,12.19,104.734597673291,5.802,32.1280539206573,1.36811785600437,3.63611,47.0333252544838,28.4,30.5,1.27,1.88247332590927,0,1.19,85.6
Austria,2016,52397.8635176674,90.9523773193359,81.6414634146342,3.11655,14.4532591877111,13.460000038147,11.93,105.873339796413,6.064,32.8606408509068,1.45739672398483,4.07841,47.0769510421716,27.6,30.8,1.256,1.86015496140695,1.962,1.19,83.4
Austria,2017,53869.8321183556,90.476188659668,81.6439024390244,3.05656,12.8851997037889,14.25,11.92,106.61131846825,5.561,33.4042037439451,1.53610008182722,4.07841,47.1204556471159,28.4,29.7,1.329,1.86737816405789,1.397,1.19,79.1
Austria,2018,56636.4953030542,90.9523773193359,81.6926829268293,3.09182,11.6500759838374,14.7956089091719,11.97,107.131858943286,4.933,33.569539778095,1.52801954740725,4.18,47.1639602520601,28.4,30.8,1.279,1.84149349306573,1.198,1.19,74.6
Austria,2019,60354.9279422121,90.476188659668,81.8951219512195,3.13265,11.4825348767666,15.3599996566772,11.97,107.609306834707,4.56,33.6989387021394,1.54167679725207,4.18,47.1037324285022,28.4,30.2,1.279,1.85162464839729,0.74,1.19,71
Austria,2020,58523.0337816246,90.9523773193359,81.1926829268293,3.20278,12.2718957660446,15.9696032098267,11.51,108.057004362579,5.201,35.4403499584058,1.5570304159137,4.18,47.137905962191,29.1,29.8,1.282,1.87725260023825,2.666,1.19,83.2
Austria,2021,62968.9422311892,85.7142868041992,81.190243902439,3.26361,11.017122140568,16.6050665122676,11.51,108.528805138148,6.459,34.0716102076043,1.55865661676857,4.18,47.1720794958798,29.3,30.7,1.329,1.89938665241057,2.081,1.19,82.4
Austria,2022,70734.9425647902,84.9056625366211,81.2951219512195,3.20048,14.9141702472602,16.6050665122676,11.51,109.571631119729,4.992,32.9825386332311,1.45560179338752,3.9,47.206131846825,29.5,30.9,1.301,1.90104076644441,1.502,1.19,78.4
Austria,2023,70478.7873635411,83.4905624389648,81.5414634146342,3.20048,15.9232697881169,16.6050665122676,11.51,110.661185167232,5.264,33.3627427946859,1.63257715135905,3.9,47.2402653902084,29.5,31.2,1.291,1.90104076644441,0.953,1.19,78.5
Austria,2024,71617.9017496321,83.4905624389648,81.5414634146342,3.20048,15.9232697881169,16.6050665122676,11.51,110.661185167232,5.439,33.3627427946859,1.63257715135905,3.9,47.2402653902084,29.6,31.2,1.297,1.90104076644441,0.582,1.19,80.8
Austria,2025,71617.9017496321,83.4905624389648,81.5414634146342,3.20048,15.9232697881169,16.6050665122676,11.51,110.661185167232,5.439,33.3627427946859,1.63257715135905,3.9,47.2402653902084,29.6,31.2,1.294,1.90104076644441,0.582,1.19,80.8
Belarus,1995,3845.70681830187,,68.4609756097561,,,,,50.2485902162983,17.7,31.1777841177181,,,39.5651359504703,,28.7,,,,1.96,
Belarus,1996,4039.34042394134,42.4731178283691,68.5121951219512,0.99852,,,,50.083158330622,24.4,31.0272944719603,,,39.8108984787088,,28.7,,,,1.96,
Belarus,1997,4596.48615766945,42.4731178283691,68.4609756097561,0.73,,,,49.8751965689778,17.1,30.4257330289855,,,40.0537329619679,,28.7,,,,1.96,
Belarus,1998,5061.33499468298,47.5935821533203,68.4073170731707,0.70578,,,,49.6574109225012,14,34.2570805204769,,,40.3019292113061,,32,,,,1.96,
Belarus,1999,5331.41743967857,47.5935821533203,67.9073170731707,0.84523,,,,49.4329775433234,12.8,34.2823386828062,,,40.5437917519166,,31.7,,,,1.96,
Belarus,2000,5795.65223965525,38.8297882080078,68.9121951219512,0.7221,,,12.63,49.1974779144976,12.224,35.451450121766,,,40.78423252879,,31.2,,,,1.96,
Belarus,2001,6238.09862731186,38.8297882080078,68.5073170731707,0.70876,,,12.63,48.9467226045631,11.609,38.1040310657694,32.8021248339973,,40.9610340951667,,30.6,,,,1.96,
Belarus,2002,6697.15436370369,33.862434387207,68.0560975609756,0.6209,,,12.07,48.6397310049352,10.908,40.8828777573767,30.938292476754,,41.1400736581061,,30.3,,,,1.96,
Belarus,2003,7361.72161495105,37.5661392211914,68.5536585365854,0.61147,,,12.49,48.3012483606638,10.215,36.1205118869791,28.857837181045,,41.3166950982616,,28.8,,,,1.96,
Belarus,2004,8482.92020586886,25.6157627105713,68.9560975609756,0.62759,,,12.32,47.9754751867465,9.452,34.1473686297289,29.8461538461539,,41.49495845968,,26.5,,,,1.96,9.2
Belarus,2005,9636.89112345633,26.8292675018311,68.8512195121951,0.67852,,,12.79,47.6446879945571,8.728,33.4207602676296,32.2101090188305,,41.6672829371946,,27.6,,,,1.96,8.1
Belarus,2006,10994.5981274448,36.5853652954102,69.4048780487805,0.66065,,,13.4,47.3372826558372,8.024,31.5380191099647,35.0219695011631,,41.8286480305958,,28.3,,,,1.96,12.3
Belarus,2007,12320.0240249058,34.4660186767578,70.2073170731707,0.96203,,,14.48,47.1212709646576,7.38,30.2867733703344,32.4493927125506,2.63,42.0052143656266,,29.6,,,,1.96,15.8
Belarus,2008,13886.1314098697,34.4660186767578,70.4560975609756,0.74147,2.43408127577588,,14.91,46.9585563473992,6.698,28.7185385189544,23.4289617486339,2.63,42.1809543523474,,27.8,2.242,,,1.96,20.3
Belarus,2009,14034.1911206837,33.9712905883789,70.4073170731707,0.62167,3.15196093442081,22.0799999237061,15.05,46.8441433626748,6.1,32.6080556053302,25.677147134885,2.63,42.3577363995702,,27.7,2.183,3.32915659784417,,1.96,32.5
Belarus,2010,15339.0999026403,30.9523811340332,70.4048780487805,0.66913,3.05811242066529,22.0799999237061,14.99,46.7409685463919,6.045,37.2393023038514,30.2660489741893,2.63,42.5328483701491,,28.6,2.179,3.29500929062472,,1.96,36.8
Belarus,2011,16563.2014078209,31.7535552978516,70.5536585365854,0.6776,2.56526353011436,22.0799999237061,14.82,46.6297521068454,6.022,33.4038091747716,30.389337641357,2.63,42.5346212606574,,27.2,2.166,3.28544005360223,4.207,1.96,58.2
Belarus,2012,18114.7508606708,39.8104248046875,71.9658536585366,0.64603,2.83746780265434,22.0799999237061,14.22,46.5593029044007,5.946,34.8595198269465,31.6058174476477,2.78,42.5403772320218,,26.5,2.115,3.22128139397203,3.522,1.96,36.9
Belarus,2013,19014.0529737698,42.1800956726074,72.4707317073171,0.65191,4.60453619126972,22.0799999237061,13.18,46.5393725235082,5.937,39.6073423451484,31.1368392211303,2.78,42.5419401896426,8.3,26.6,2.1,3.21024777699466,2.829,1.96,36.9
Belarus,2014,19037.8847440186,51.4423065185547,72.9707317073171,0.50548,4.16956289134921,22.0799999237061,11.96,46.5506003261518,5.902,39.0614264594704,26.8390106729725,2.554074,42.5317653086864,8.6,27.2,2.109,3.17094998931825,2.117,1.96,38.8
Belarus,2015,18133.5313085883,46.6666679382324,73.6243902439025,0.49999,4.47973558121156,22.0799999237061,11.04,46.611337189252,5.881,34.6394667678829,27.2462521634935,2.554074,42.5341662643242,8.8,25.6,2.147,3.13310309483912,1.531,1.96,53
Belarus,2016,17832.4778855815,49.0476188659668,73.8268292682927,0.50063,4.87527975282095,22.0799999237061,10.55,46.6499448243246,5.844,33.234223801528,37.4427876152014,2.099684,42.9069698701401,9.5,25.3,2.064,3.10590155415794,0,1.96,53.5
Belarus,2017,18413.747563367,47.1428565979004,74.1292682926829,0.58411,4.60498280955259,22.0799999237061,10.64,46.5987595325832,5.648,31.5749421889543,35.1419367340018,2.099684,42.9784026641969,9.4,25.4,2.024,3.04381280347153,0,1.96,53.2
Belarus,2018,20025.9815543598,50.9523811340332,74.1756097560976,0.60443,4.28389065938672,22.0799999237061,10.9,46.5010592176569,4.763,31.1263871558835,40.6400812252922,2.44,43.0515321706572,9.4,25.2,2.076,3.01910886821391,0,1.96,47.5
Belarus,2019,22301.5932411839,56.1904754638672,74.2268292682927,0.57733,4.49711309551307,28.2999992370606,10.9,46.4107506220284,4.165,33.386447036901,37.3841079341109,2.44,43.1261547557461,9.4,25.3,2.03,2.99280918937517,0,1.96,41
Belarus,2020,24872.3066744528,49.523811340332,72.1385609756098,0.53901,5.09812592249613,28.2999992370606,11.63,46.211212927382,4.049,35.884920729766,36.8837119483164,2.44,43.1944033894965,9.4,24.4,2.009,3.13998523663468,0,1.96,47.5
Belarus,2021,27611.1801135157,47.6190490722656,72.0714634146342,0.45981,6.01576846359853,28.2999992370606,11.63,45.8368317319537,3.9,35.2398337690264,37.6294876589379,2.44,43.2722345405272,13.8,24.4,2.216,3.20577116172652,0,1.96,41.2
Belarus,2022,28429.4948814534,31.6037731170654,74.1033658536585,0.47477,6.01576846359853,28.2999992370606,11.63,45.4607172767131,3.574,37.1143521738611,45.6543192012733,2.7,43.3351396620523,13.8,24.4,2.266,3.21791724902332,0,1.96,40.8
Belarus,2023,30834.1773660201,26.8867931365967,74.1837804878049,0.57843,6.01576846359853,28.2999992370606,11.63,45.217077292187,3.461,34.057037222997,50.5913118885667,2.7,43.4080686559958,13.8,24.4,2.254,3.21791724902332,0.423,1.96,40.7
Belarus,2024,33006.4166677827,26.8867931365967,74.1837804878049,0.57843,6.01576846359853,28.2999992370606,11.63,45.217077292187,3.361,34.057037222997,50.5913118885667,2.7,43.4080686559958,9.4,24.4,2.265,3.21791724902332,0.233,1.96,39.9
Belarus,2025,33006.4166677827,26.8867931365967,74.1837804878049,0.57843,6.01576846359853,28.2999992370606,11.63,45.217077292187,3.361,34.057037222997,50.5913118885667,2.7,43.4080686559958,9.4,24.4,2.267,3.21791724902332,0.233,1.96,39.9
Belgium,1995,22431.459360451,,76.8407317073171,,,,,,9.337,35.6311070540406,2.93406851243548,,,,28.4,,,,1.82,131.3
Belgium,1996,22736.7580685985,88.7096786499023,77.1873170731707,1.74299,,,,,9.483,35.333073151694,2.8638154885472,,,,28.4,,,,1.82,129
Belgium,1997,23727.8975208193,88.7096786499023,77.3707317073171,1.80971,,,,,8.95,34.6196290739028,2.8252334832238,,,,26.8,,,,1.82,124.3
Belgium,1998,24368.7574088239,87.1657791137695,77.4731707317073,1.83825,,,,,9.322,34.3567042124056,2.78141449588339,,,,26.8,,,,1.82,119.2
Belgium,1999,25440.8411888638,87.1657791137695,77.619512195122,1.90565,,,,,8.649,34.3416105241791,2.76042432860949,,,,26.8,,,,1.82,115.4
Belgium,2000,27788.0908832256,90.4255294799805,77.7219512195122,1.9362,,,11.42,337.957010516599,6.586,33.422549562196,2.73463038706315,,21.9991428477236,,33.1,,,,1.82,109.6
Belgium,2001,28796.5795804462,90.4255294799805,77.9731707317073,2.03279,,,11.42,339.121418916691,6.178,33.7996318088037,2.59930895523532,,22.0735502587941,,33.1,,,,1.82,108.2
Belgium,2002,30282.2886450283,89.9470901489258,78.0756097560976,1.90325,,,11.39,340.64500708799,6.91,35.1346446273419,2.45226012730633,,22.1479576698645,,33.1,,,,1.82,105.4
Belgium,2003,30934.5826454577,89.4179916381836,78.1292682926829,1.84119,,,11.41,342.074077737118,7.68,35.5092381985513,2.39228116618482,,22.222365080935,,28.1,,,,1.82,101.7
Belgium,2004,32063.9826949865,90.1477813720703,78.8780487804878,1.8205,,,11.3,343.557742392774,7.363,34.686559635349,2.34513757958303,,22.2967724920054,,30.5,,,,1.82,97.2
Belgium,2005,33177.8909458158,90.2439041137695,78.9804878048781,1.79061,,,11.25,345.452708271519,8.44,34.181892247127,2.11453306134634,,22.3711799030759,,29.3,,,,1.82,95.1
Belgium,2006,35258.985063203,88.7804870605469,79.380487804878,1.82269,,,11.15,347.738700425279,8.246,34.2933405366304,2.16466316605627,,22.4455873141463,,28.1,,,,1.82,91.5
Belgium,2007,36799.5318686343,90.291259765625,79.7829268292683,1.84999,8.4658386362656,,11.3,350.301651666502,7.459,34.9205745573844,2.26102797969689,4,22.5199947252168,,29.2,,,,1.82,87.3
Belgium,2008,37883.3319417819,90.7766952514648,79.680487804878,1.93684,8.94694983794495,,11.32,353.079912966077,6.976,35.0436859390376,2.40650843509762,4,22.5944021362872,,28.4,1.441,,,1.82,93.2
Belgium,2009,37885.9059125602,90.9090881347656,80.0341463414634,1.9986,11.3575445439539,,11.46,355.932252002769,7.908,37.252196015184,2.13561075511734,4,22.6688095473577,,28.6,1.484,1.91503298272561,,1.82,99.9
Belgium,2010,39844.4054386496,90,80.1829268292683,2.06188,9.26523010448885,,11.33,359.199090099891,8.293,35.8326755041673,2.02398110950964,4.01,22.7432169584281,,28.4,1.498,1.87562311663519,,1.82,100.2
Belgium,2011,41244.8495035213,90.5213241577148,80.5853658536585,2.17332,8.67483840621061,,11.32,363.902812118814,7.14,35.5596955533545,1.90259081312191,4.01,22.7394586753701,,28.1,1.49,1.88121354917239,0.443,1.82,102.7
Belgium,2012,42483.5250666788,91.4691925048828,80.3853658536585,2.28114,8.9420007987591,,11.33,366.166617215574,7.542,35.0734295864406,1.84454979780103,4.12,22.735700392312,,27.5,1.495,1.88378686976679,0.233,1.82,104.3
Belgium,2013,43864.1204196838,90.9952621459961,80.5878048780488,2.33073,10.6406117548271,30.25,11.47,367.896581281113,8.425,34.8747519576674,1.79797704903161,4.12,22.7319421092539,22.9,27.7,1.455,1.87361288908878,0.123,1.82,105
Belgium,2014,45147.6429534057,91.3461532592773,81.2878048780488,2.37002,11.9393517315379,31.2600002288818,11.56,369.533412455082,8.523,34.6474573336301,1.74633706581455,4.098801,22.7281838261959,22.8,28.1,1.433,1.89344332996436,1.893,1.82,106.6
Belgium,2015,46084.2424551717,90.9523773193359,80.9926829268293,2.42817,12.3351739681226,31.7099990844727,11.24,371.680875614018,8.482,36.1452194522513,1.69264376750606,4.098801,22.7244255431378,22.8,27.7,1.46,1.88209887039857,1.584,1.82,105.6
Belgium,2016,48414.5518065681,91.9047622680664,81.4390243902439,2.52338,13.3312451633933,32.1699981689453,10.79,373.567467774371,7.83,36.4406871944159,1.68438746164385,4.053557,22.7244255431378,23.3,27.6,1.449,1.88680412556354,4.913,1.82,105.5
Belgium,2017,50256.0631772784,89.523811340332,81.4926829268293,2.66666,11.4917903557909,34.689998626709,10.38,375.009329772855,7.09,35.81810115453,1.69817024455759,4.053557,22.7244255431378,23.3,27.4,1.607,1.91068370514559,4.271,1.82,102.5
Belgium,2018,52466.7330784599,89.523811340332,81.5951219512195,2.86018,11.7058640594516,33.7888681088514,10.28,374.74351490506,5.941,34.7963912043281,1.70545569483377,3.98,22.6051880759519,23.3,27.2,1.529,1.89106904385558,3.765,1.82,100.1
Belgium,2019,56712.469571978,89.523811340332,81.9951219512195,3.1566,14.1440138847213,35.2999992370605,10.28,376.761985964452,5.364,36.274085461411,1.7117751712701,3.98,22.604446776415,24.9,27.2,1.555,1.89050873188984,3.021,1.82,97.6
Belgium,2020,56120.0958420466,90,80.6951219512195,3.39175,15.2618615789713,35.4660797015242,9.43,378.38932248967,5.545,37.6999420032215,1.72189781560744,3.98,22.604446776415,15.4,26,1.567,1.86771210640164,2.365,1.82,111.2
Belgium,2021,60669.2137746531,89.523811340332,81.790243902439,3.39239,21.3799638763737,37.5813460756875,9.43,379.949990161999,6.248,35.5464018330147,1.89472020915183,3.98,22.604446776415,15.5,26.6,1.517,1.86073641366819,0.687,1.82,108.5
Belgium,2022,68157.834786076,89.6226425170898,81.7487804878049,3.40544,22.8179135173265,36.307492413537,9.43,383.033055683085,5.57,35.4512703233125,2.22658029080478,4.1,22.604446776415,15.6,26.4,1.5,1.84520388113339,1.578,1.82,102.7
Belgium,2023,69059.1768269112,89.1509399414062,82.3975609756098,3.40544,18.6668227645892,37.4110337879949,9.43,386.5489276579,5.528,35.4512703233125,2.2165166871208,4.1,22.604446776415,15.6,26.8,1.472,1.84520388113339,1.904,1.82,103.2
Belgium,2024,72126.0028888089,89.1509399414062,82.3975609756098,3.40544,18.6668227645892,37.4110337879949,9.43,386.5489276579,5.488,35.4512703233125,2.2165166871208,4.1,22.604446776415,16.3,26.8,1.5,1.84520388113339,1.347,1.82,104.7
Belgium,2025,72126.0028888089,89.1509399414062,82.3975609756098,3.40544,18.6668227645892,37.4110337879949,9.43,386.5489276579,5.488,35.4512703233125,2.2165166871208,4.1,22.604446776415,16.3,26.8,1.492,1.84520388113339,1.347,1.82,104.7
Bosnia and Herzegovina,1995,1506.5085305779,,70.188,,,,,72.569609375,21.078,,,,42.20361328125,,,,,,1.55,
Bosnia and Herzegovina,1996,2268.08053840007,48.924732208252,73.454,,,,,75.6883984375,21.725,,,,42.0115234375,,,,,,1.55,
Bosnia and Herzegovina,1997,3040.39537298471,48.924732208252,73.895,,,,,78.48099609375,22.378,,,,41.81943359375,,,,,,1.55,
Bosnia and Herzegovina,1998,3523.08246563748,42.2459907531738,74.472,,,,,79.870234375,23.295,,,,41.62734375,,,,,,1.55,54.4
Bosnia and Herzegovina,1999,3874.34135632972,42.2459907531738,74.946,,,,,80.67001953125,24.284,,,,41.43525390625,,,,,,1.55,56
Bosnia and Herzegovina,2000,4147.03813509401,35.1063842773438,75.292,,,,4.92,81.24552734375,25.187,,,,41.2431640625,,,,,,1.55,34.6
